Person id	Full name	Full name reversed	Blurb	male/female/group	Nationality	Birth date	Birth year	Death date	Death year	Birth city/state	Birth country	Death city/state	Death country	I am a useless column
ivernfranc000820	François Henri d'Ivernois	Ivernois, François Henri d'	(1722–1778), Swiss merchant, politician	Male	Swiss	1722	1722	1778	1778	Marjevols, Gévaudan	France		unknown	
ivernfranc000821	Sir Francis d'Ivernois	Ivernois, Sir Francis d'	(1757–1842), Swiss printer, lawyer, economist	Male	Swiss	1757	1757	1842	1842		Switzerland		unknown	
ivernguill023450	Guillaume Pierre d'Ivernois	Ivernois, Guillaume Pierre d'	(1701–1775), Swiss notary, politician	Male	Swiss	Thursday, 3 February 1701	1701	Tuesday, 23 May 1775	1775	Môtiers, canton of Neuchâtel	Switzerland	Môtiers, canton of Neuchâtel	Switzerland	
ivernmaria023449	Marianne d'Ivernois	Ivernois, Marianne d'	(1727?–1796), Swiss merchant's wife	Female	Swiss	c. 1727	1727	1796	1796		Switzerland		unknown	
ivernmarie023448	Marie d'Ivernois	Ivernois, Marie d'	(1751–1803), Swiss correspondent of Jean Jacques Rousseau	Female	Swiss	1751	1751	1803	1803		Switzerland		unknown	
ivyeaylif0024218	Ayliffe Ivye	Ivye, Ayliffe	(fl. 1656–1661), correspondent of John Locke	Male	unknown						England		unknown	
izardralph002051	Ralph Izard	Izard, Ralph	(1742–1804), American planter, diplomat, senator	Male	American	Tuesday, 23 January 1742	1742	Wednesday, 30 May 1804	1804		United States of America	near Charleston, South Carolina	United States of America	
izarnjacqu023062	Jacques Godefroy Charles Sébastien Xavier Jean Joseph Izarn, marquis de Valady	Izarn, Jacques Godefroy Charles Sébastien Xavier Jean Joseph, marquis de Valady	(1766–1793), French aristocrat, army officer, revolutionary politician	Male	French	Tuesday, 23 September 1766	1766	Thursday, 5 December 1793	1793	Aveyron	France	Périgueux, Dordogne	France	
jabinpierr002054	Pierre Jabineau de La Voute	Jabineau de La Voute, Pierre	(fl. 1750–1779), French lawyer, author	Male	French						France		unknown	
jablomaria002053	Maria Anna Louisa Jablonowska, princesse de Talmont	Jablonowska, Maria Anna Louisa, princesse de Talmont	(1711–1773), Polish princess	Female	Polish	1711	1711	Monday, 20 December 1773	1773		Poland		unknown	
jackmjohn0002056	John Jackman	Jackman, John	(c. 1672–1743), English clergyman	Male	English	c. 1672	1672	1743	1743		England		unknown	
jacksdanie005618	Rev. Daniel Jackson	Jackson, Rev. Daniel	(d. 1756), Irish clergyman	Male	Irish		0	1756	1756		Ireland		unknown	
jackshenry024966	Henry Jackson	Jackson, Henry	(1747–1809), American general	Male	American	Thursday, 19 October 1747	1747	Wednesday, 4 January 1809	1809	Boston, Massachusetts	United States of America	Boston, Massachusetts	United States of America	
jacksjames024879	James Jackson	Jackson, James	(1757–1806), American planter, politician, state governor	Male	American	Wednesday, 21 September 1757	1757	Wednesday, 19 March 1806	1806	Moreton-Hampstead, Devon	England	Washington, DC	United States of America	
jackslodow025575	Lodowick Jackson	Jackson, Lodowick	(b. 1634), English civil servant	Male	English	1634	1634		0	Kent	England		unknown	
jacksrandl005196	Randle Jackson	Jackson, Randle	(1757–1837), English lawyer	Male	English	1757	1757	Tuesday, 14 March 1837	1837		England	London, Greater London	England	
jackswilli024635	William Jackson	Jackson, William	(1759–1828), American army officer, politician, revolutionary	Male	American	Friday, 9 March 1759	1759	Thursday, 18 December 1828	1828		England		unknown	
jacobfried023447	Friedrich Heinrich Jacobi	Jacobi, Friedrich Heinrich	(1743–1819), German philosopher	Male	German	Friday, 25 January 1743	1743	Wednesday, 10 March 1819	1819	Düsseldorf, North Rhine-Westphalia	Germany	Munich	Germany	
jacobwilli004796	William Jacob	Jacob, William	(c. 1623–1692), English physician, apothecary, politician	Male	English	c. 1623	1623	c.  1692	1692		England		unknown	
jacqucharl024242	Charles Jean Baptiste Jacquot	Jacquot, Charles Jean Baptiste	(1812–1880), French novelist, playwright, pamphleteer	Male	French	1812	1812	1880	1880		France		unknown	
jacqufranc002059	François Jacquier	Jacquier, François	(1711–1788), French mathematician, physicist	Male	French	Sunday, 7 June 1711	1711	Thursday, 3 July 1788	1788	Vitry-le-François, Marne	France	Rome, Lazio	Italy	
jacquier00023445	M. — Jacquier	Jacquier, M. —	(fl. 1762), correspondent of Jean Jacques Rousseau	Male	unknown						France		unknown	
jacqulouis023965	Louis Jacquet	Jacquet, Louis	(fl. 1755–1769), French civil servant	Male	French						France		unknown	
jacqumadel023446	Madeleine Jacquéry	Jacquéry, Madeleine	(1707–1772), French artisan's wife	Female	French	Friday, 17 June 1707	1707	Saturday, 19 September 1772	1772		France		unknown	
jagoricha0004308	Richard Jago	Jago, Richard	(1715–1781), English clergyman, poet	Male	English	Tuesday, 1 October 1715	1715	Tuesday, 8 May 1781	1781	Beaudesert, near Henley-in-Arden, Warwickshire	England	Snitterfield, Warwickshire	England	
jahan00000002060	Jean Jahan	Jahan, Jean	(fl. 1723–1736), French civil servant	Male	French						France		unknown	
jaingamal0022991	Gamaliel Benjamin Jaïn	Jaïn, Gamaliel Benjamin	(1742–1803), Swiss politician	Male	Swiss	November 1742	1742	1803	1803		Switzerland		unknown	
jainjeans0022990	Jean Salomon Jaïn	Jaïn, Jean Salomon	(1705–1781), Swiss army officer	Male	Swiss	Wednesday, 3 June 1705	1705	Sunday, 28 October 1781	1781		Switzerland		unknown	
jallajean0002061	Jean Jallabert	Jallabert, Jean	(1712–1768), Swiss physicist, politician, academy member	Male	Swiss	Tuesday, 26 July 1712	1712	Friday, 11 March 1768	1768	Geneva, canton of Geneva	Switzerland	Geneva, canton of Geneva	Switzerland	
jamesanne0024687	Lady Anne James	James, Lady Anne	(d. 1798), English correspondent of Laurence Sterne	Female	English		0	Thursday, 9 August 1798	1798		England		unknown	
jamescharl005197	Charles James	James, Charles	(fl. 1803–1807), English lawyer	Male	English						England		unknown	
jamesiikin002063	James II, king of Great Britain and Ireland	James II, king of Great Britain and Ireland	(1633–1701), British monarch	Male	English	1633	1633	1701	1701		England		unknown	
jamesjohn0003896	John James	James, John	(d. 1852), English lawyer	Male	English			1852	1852		England		unknown	
jameson000025700	— Jameson	Jameson, —	(fl. 1644), Scottish recipient of a letter	Male	Scottish						Scotland		unknown	
jamesricha004309	Rev. Richard Jameson	Jameson, Rev. Richard	(fl. 1754–1759), Scottish clergyman	Male	Scottish	December 1724	1724	Tuesday, 26 January 1796	1796	Stane, near Biggar, Lanarkshire	Scotland	Newcastle upon Tyne, Tyne and Wear	England	
jamesw0000024637	W. James	James, W.	(fl. 1809), appears in Richard Brinsley Sheridan edition	Male	English?						unknown		unknown	
jameswilli004625	Sir William James, 1st baronet	James, Sir William, 1st baronet	(1722–1783), Welsh East India Company official, adventurer	Male	Welsh	Saturday, 5 September 1722	1722	Tuesday, 16 December 1783	1783	Haverford West, Pembrokeshire	Wales	London, Greater London	England	
janinjean0002064	Jean Janin de Combe-Blanche	Janin de Combe-Blanche, Jean	(1731–1799), French eye surgeon	Male	French	1731	1731	1799	1799	Carcassonne, Aude	France		unknown	
janvimarie023444	Marie Anne Janvier	Janvier, Marie Anne	(c. 1694–c. 1787), French correspondent of Jean Jacques Rousseau	Female	French	c. 1694	1694	c.  1787	1787		France		unknown	
jardijohn0004668	Rev. John Jardine	Jardine, Rev. John	(1716–1766), Scottish Presbyterian minister	Male	Scottish	Friday, 3 January 1716	1716	Friday, 30 May 1766	1766	Lochmaben, Dumfriesshire	Scotland	Edinburgh, county of Edinburgh	Scotland	
jardin0000002065	Charles Marc Antoine Jardin	Jardin, Charles Marc Antoine	(1723–1794), French civil servant	Male	French	, 28 April 0000	0	1794	1794	Saint-Cloud, Seine-et-Oise	France	Paris, Ile-de-France	France	
jarigphili003483	Philipp Joseph von Jariges	Jariges, Philipp Joseph von	(1706–1770), German government minister	Male	German	Saturday, 13 November 1706	1706	Friday, 9 November 1770	1770	Berlin, state of Berlin	Germany	Berlin, state of Berlin	Germany	
jarvidanie005198	Daniel Jarvis	Jarvis, Daniel	(c. 1766–1833), English surgeon	Male	English	c. 1766	1766	c.  1833	1833		England		unknown	
jarvipenel024381	Penelope Jarvis	Jarvis, Penelope	(d. 1746), English gentlewoman	Female	English		0	1746	1746		England		unknown	
jaucolouis001023	Louis de Jaucourt	Jaucourt, Louis de	(1704–1779), French physician, scientist, encyclopaedist	Male	French	Tuesday, 16 September 1704	1704	Wednesday, 3 February 1779	1779	Paris, Ile-de-France	France	Compiègne, Oise	France	
jayetmarie002070	Marie Jayet	Jayet, Marie	(fl. 1777–1778), Swiss clockmaker's wife	Female	Swiss						Switzerland		unknown	
jayjohn000002069	John Jay	Jay, John	(1745–1829), American founding father, diplomat, chief justice	Male	American	Sunday, 12 December 1745	1745	Sunday, 17 May 1829	1829	New York City, New York	United States of America	Bedford, Westchester	United States of America	
jeanbandre023443	André Jeanbon	Jeanbon, André	(1749–1813), French revolutionary politician	Male	French	1749	1749	1813	1813	Montauban, Tarn-et-Garonne	France	Mainz, Rhineland-Palatinate	Germany	
jeandfranc023140	Françoise Éléonore Dejean de Manville, comtesse de Sabran	Dejean de Manville, Françoise Éléonore, comtesse de Sabran	(1750–1827), French aristocrat, pastel artist	Female	French	Tuesday, 3 March 1750	1750	Tuesday, 27 February 1827	1827	Paris, Ile-de-France	France	Paris, Ile-de-France	France	
jeanmfranc002077	François Louis Jeanmaire	Jeanmaire, François Louis	(fl. 1755–1773), French civil servant	Male	French						France		unknown	
jeannguill023442	Guillaume Simon Jeannin	Jeannin, Guillaume Simon	(fl. 1779–1794), Swiss notary	Male	Swiss						Switzerland		unknown	
jeannjeanh024375	Jean Henri Jeannet	Jeannet, Jean Henri	(fl. 1768), Swiss inn-keeper	Male	Swiss						Switzerland		unknown	
jeffethoma002080	Thomas Jefferson	Jefferson, Thomas	(1743–1826), American founding father, president	Male	American	Saturday, 13 April 1743	1743	Tuesday, 4 July 1826	1826	Shadwell, Virginia	United States of America	Monticello, Virginia	United States of America	
jekyljosep017218	Joseph Jekyll	Jekyll, Joseph	(1754–1837), English wit, politician	Male	English	Tuesday, 1 January 1754	1754	Wednesday, 8 March 1837	1837		Wales	London, Greater London	England	
jelyopierr023441	Pierre Jélyotte	Jélyotte, Pierre	(1713–after 1789), French opera singer	Male	French	Thursday, 13 April 1713	1713	after  1789	1789	Lasseube, Bassees-Pyrenées	France		unknown	
jelzijosep025507	Joseph Jelzikowski	Jelzikowski, Joseph	(fl. 1679), Polish correspondent of Robert Boyle	Male	Polish						Poland		unknown	
jenkicharl004627	Charles Jenkinson, 1st earl of Liverpool	Jenkinson, Charles, 1st earl of Liverpool	(1729–1808), English politician	Male	English	Tuesday, 26 April 1729	1729	Saturday, 17 December 1808	1808	Winchester, Hampshire	England	London, Greater London	England	
jennebeatl003484	Beat Ludwig von Jenner	Jenner, Beat Ludwig von	(fl. 1755), appears in Voltaire edition	Male	Swiss?						unknown		unknown	
jennehenry005620	Rev. Henry Jenney	Jenney, Rev. Henry	(fl. 1690–1738), Irish clergyman	Male	Irish						Ireland		unknown	
jennifranc024274	Francis T. Jennings	Jennings, Francis T.	(fl. 1798–1802), English lawyer	Male	English						England		unknown	
jennings00005199	Mr — Jennings [Richard or Francis T. Jennings]	Jennings, Mr — [Richard or Francis T. Jennings]	(fl. 1798–1802), English lawyer	Male	English						England		unknown	
jennings00024275	Messrs Jennings	Jennings, Messrs	(fl. 1798–1802), English lawyers	Group	English						England		unknown	
jenniricha024722	Richard Jennings	Jennings, Richard	(fl. 1798–1802), English lawyer	Male	English						England		unknown	
jennisusan004372	Susannah Jennings	Jennings, Susannah	(1723–1791), English friend of Thomas Gray	Female	English	1723	1723	1791	1791		England		unknown	
jenynleona025115	Rev. Leonard Jenyns	Jenyns, Rev. Leonard	(1800–1893), English naturalist	Male	English	Sunday, 25 May 1800	1800	Friday, 1 September 1893	1893	London, Greater London	England	Bath, Somerset	England	
jeppeliza0004797	Elizabeth Jepp	Jepp, Elizabeth	(d. 1665), English gentlewoman	Female	English		0	1665	1665		England		unknown	
jequijeana023440	Jean Antoine Jéquier	Jéquier, Jean Antoine	(b. 1715), Swiss cutler, postal official	Male	Swiss	1715	1715		0	Fleurier, near Môtiers, canton of Neuchâtel	Switzerland		unknown	
jermygeorg004177	George Jermyn	Jermyn, George	(fl. 1791), appears in William Cowper edition	Male	English?						unknown		unknown	
jerniedwar005200	Edward Jerningham	Jerningham, Edward	(1737–1812), English poet	Male	English	1737	1737	1812	1812		England		unknown	
jervacharl005508	Charles Jervas	Jervas, Charles	(1675–1739), Irish portrait painter, translator	Male	Irish	1675	1675	1739	1739		Ireland		unknown	
jessoedmun002085	Edmund Jessop	Jessop, Edmund	(1725–1809), English surgeon, apothecary, academy member	Male	English	1725	1725	1809	1809		England		unknown	
jessofranc025576	Francis Jessop	Jessop, Francis	(1638–1691), English landowner, academy member	Male	English	April 1638	1638	1691	1691	Sheffield, Yorkshire	England		unknown	
jewell0000024676	William Jewell	Jewell, William	(fl. 1816), English theatre employee	Male	English						England		unknown	
jeze000000002052	M. — de Jèze	Jèze, M. — de	(fl. 1777), French lawyer, writer	Male	French						France		unknown	
jobsodavid003897	David Jobson	Jobson, David	(fl. 1821), appears in Jeremy Bentham edition	Male	English?						unknown		unknown	
joceledwar002087	Edward Jocelyn	Jocelyn, Edward	(after 1652–1732), English clergyman	Male	English	after 1652	1652	Tuesday, 9 September 1732	1732		England		unknown	
jocelsamue002086	Samuel Jocelin	Jocelin, Samuel	(fl. 1688–1693), English grocer	Male	English						England		unknown	
jodelle000023439	abbé — de Jodelle	Jodelle, abbé — de	(fl. 1761), correspondent of Jean Jacques Rousseau	Male	unknown						France		unknown	
johnethoma003898	Thomas Johnes	Johnes, Thomas	(1748–1816), Welsh agriculturalist, translator	Male	Welsh	Sunday, 1 September 1748	1748	Tuesday, 23 April 1816	1816	Ludlow, Shropshire	England	Dawlish, Devon	England	
johnscharl004659	Charlotte Johnstone, dowager marchioness of Annandale	Johnstone, Charlotte, dowager marchioness of Annandale	(d. 1762), English aristocrat	Female	English		0	Tuesday, 23 November 1762	1762		England		unknown	
johnsesthe005577	Esther Johnson	Johnson, Esther	(1681–1728), English friend of Jonathan Swift	Female	English	Thursday, 13 March 1681	1681	Wednesday, 28 January 1728	1728		England	Arbourhill	Ireland	
johnsjames002095	James Johnstoun	Johnstoun, James	(1655–1737), Scottish politician	Male	Scottish	Thursday, 9 September 1655	1655	1737	1737		Scotland	Bath, Somerset	England	
johnsjames004650	Sir James Johnstone of Westerhall, 4th baronet	Johnstone of Westerhall, Sir James, 4th baronet	(1726–1794), Scottish army officer, politician	Male	Scottish	Wednesday, 23 January 1726	1726	Wednesday, 3 September 1794	1794		Scotland		unknown	
johnsjames025113	James Finlay Weir Johnston	Johnston, James Finlay Weir	(1796–1855), Scottish chemist	Male	Scottish	Tuesday, 13 September 1796	1796	Tuesday, 18 September 1855	1855	Paisley, Renfrewshire	Scotland	Durham, county Durham	England	
johnsjohn0004096	John Johnston	Johnston, John	(1729–1786), Scottish friend of James Boswell	Male	Scottish	1729	1729	1786	1786		Scotland		unknown	
johnsjohn0017209	John Johnson	Johnson, John	(1769–1833), English clergyman	Male	English	1769	1769	Sunday, 29 September 1833	1833		England		unknown	
johnsjosep017219	Joseph Johnson	Johnson, Joseph	(1738–1809), English publisher, bookseller	Male	English	1738	1738	1809	1809	Everton, Liverpool, Merseyside	England		unknown	
johnsmauri004354	Maurice Johnson	Johnson, Maurice	(1688–1755), English antiquarian, lawyer	Male	English	Saturday, 19 June 1688	1688	Saturday, 8 February 1755	1755	Spalding, Lincolnshire	England	Spalding, Lincolnshire	England	
johnson000005515	Lady Nichola Johnson	Johnson, Lady Nichola	(c. 1690–after 1729), Irish aristocrat	Female	Irish	c. 1690	1690	after  1729	1729		Ireland		unknown	
johnsrober024735	Robert C. Johnson	Johnson, Robert C.	(1766–1806), American lawyer, politician	Male	American	1766	1766	1806	1806		United States of America		unknown	
johnssamue002091	Samuel Johnson	Johnson, Samuel	(1709–1784), English scholar, journalist, lexicographer	Male	English	1709	1709	1784	1784		England		unknown	
johnssamue024736	Samuel William Johnson	Johnson, Samuel William	(1761–1846), American lawyer, politician	Male	American	1761	1761	1846	1846		United States of America		unknown	
johnssamue024990	Samuel Johnston	Johnston, Samuel	(1733–1816), American lawyer, politician	Male	American	Tuesday, 15 December 1733	1733	Saturday, 17 August 1816	1816	Dundee, Angus	Scotland	Hayes, near Edenton, North Carolina	United States of America	
johnsunder024805	under-tenants of John Johnson	Johnson, under-tenants of John	(used 1800), English lessees	Group	English						England		unknown	
johnswilli002093	William Johnston	Johnston, William	(d. 1804), English bookseller	Male	English		0	1804	1804		England		unknown	
johnswilli002094	William Johnstone [Sir William Pulteney, 5th baronet]	Johnstone, William [Sir William Pulteney, 5th baronet]	(1729–1805), Scottish lawyer, politician	Male	Scottish	Wednesday, 19 October 1729	1729	Thursday, 30 May 1805	1805	Westerhall, Dumfriesshire	Scotland	London, Greater London	England	
johnswilli024975	William Samuel Johnson	Johnson, William Samuel	(1727–1819), American lawyer, judge, politician, college principal	Male	American	Tuesday, 7 October 1727	1727	Sunday, 14 November 1819	1819	Stratford, Connecticut	United States of America	Stratford, Connecticut	United States of America	
johnswilli025485	Dr William Johnston	Johnston, Dr William	(c. 1644–1725), English physician	Male	English	c. 1644	1644	Thursday, 22 November 1725	1725	Warwick, Warwickshire	England	Warwick, Warwickshire	England	
jollehenry003666	Henry Jolley	Jolley, Henry	(fl. 1710–1714), English merchant	Male	English						England		unknown	
jollyjohn0024364	John Jollyffe	Jollyffe, John	(fl. 1731–1799), English bookseller	Male	English						England		unknown	
joly000000024542	Mme — Joly	Joly, Mme —	(fl. 1774), appears in Voltaire edition	Female	French?						unknown		unknown	
jolydguill002099	Guillaume François Joly de Fleury	Joly de Fleury, Guillaume François	(1675–1756), French magistrate	Male	French	1675	1675	1756	1756		France		unknown	
jolydguill023438	Guillaume François Louis Joly de Fleury	Joly de Fleury, Guillaume François Louis	(1710–1786), French magistrate	Male	French	1710	1710	1787	1787		France		unknown	
jolydjeanf002100	Jean François Joly de Fleury	Joly de Fleury, Jean François	(1718–1802), French government minister	Male	French	Tuesday, 7 June 1718	1718	Sunday, 12 December 1802	1802	Paris, Ile-de-France	France	Paris, Ile-de-France	France	
jolydjeano002102	Jean Omer Joly de Fleury	Joly de Fleury, Jean Omer	(1715–1810), French magistrate	Male	French	1715	1715	1810	1810		France		unknown	
jolygaspa0002098	Gaspard Joly	Joly, Gaspard	(fl. 1769), appears in Voltaire edition	Male	Swiss?						unknown		unknown	
jolylouis0002101	Louise Bernade Joly, marquise de Florian	Joly, Louise Bernade, marquise de Florian	(fl. 1774), French aristocrat	Female	French						France		unknown	
jolyoclaud002103	Claude Prosper Jolyot de Crébillon	Jolyot de Crébillon, Claude Prosper	(1707–1777), French libertine novelist	Male	French	Monday, 14 February 1707	1707	Saturday, 12 April 1777	1777		France		unknown	
jolyoprosp002104	Prosper Jolyot de Crébillon	Jolyot de Crébillon, Prosper	(1674–1762), French playwright, poet, academy member	Male	French	Thursday, 15 February 1674	1674	Thursday, 17 June 1762	1762	Dijon, Côte-d'Or	France		unknown	
jones00000024733	J. W. Jones	Jones, J. W.	(fl. 1794–1798), English lawyer	Male	unknown						England		unknown	
jones00000024831	Rev. Mr — Jones	Jones, Rev. Mr —	(fl. 1794), English clergyman, correspondent of James Boswell	Male	English						England		unknown	
jonescathe005509	Lady Catherine Jones	Jones, Lady Catherine	(d. 1740), Irish aristocrat	Female	Irish		0	1740	1740		Ireland		unknown	
jonesgeorg024325	George Jones	Jones, George	(d. 1704), Welsh author	Male	Welsh		0	1704	1704		Wales		unknown	
joneshenry024382	Henry Jones	Jones, Henry	(1721–1770), Irish poet, playwright	Male	Irish	1721	1721	1770	1770		Ireland		unknown	
joneshenry025508	Henry Jones, bishop of Meath	Jones, Henry, bishop of Meath	(1605–1682), Irish churchman	Male	Irish	1605	1605	Monday, 5 January 1682	1682		Ireland	Dublin, county Dublin	Ireland	
jonesjames024498	James Jones	Jones, James	(fl. 1816), correspondent of Richard Brinsley Sheridan	Male	unknown						unknown		unknown	
jonesjohn0005664	John Jones	Jones, John	(1700–1770), English clergyman	Male	English	1700	1700	1770	1770		England		unknown	
jonesjosep002107	Joseph Jones	Jones, Joseph	(1727–1805), American judge, politician	Male	American	1727	1727	1805	1805		United States of America		unknown	
joneskathe025264	Katherine Jones, Viscountess Ranelagh	Jones, Katherine, Viscountess Ranelagh	(1615–1691), Irish aristocrat, amateur scientist	Female	Irish	Sunday, 22 March 1615	1615	Sunday, 23 December 1691	1691	Youghal, County Cork	Ireland	London, Greater London	England	
jonesricha025275	Richard Jones, earl of Ranelagh	Jones, Richard, earl of Ranelagh	(1641–1712), English aristocrat, politician, patron of the arts	Male	English	Friday, 8 February 1641	1641	Tuesday, 5 January 1712	1712	London, Greater London	England	London, Greater London	England	
joneswilli002109	William Jones	Jones, William	(fl. 1770), appears in Voltaire edition	Male	Welsh?						unknown		unknown	
jonteanton003899	Antonio Álvarez Jonte	Jonte, Antonio Álvarez	(1784–1820), Argentinian politician	Male	Spanish	1784	1784	Wednesday, 18 October 1820	1820	Buenos Aires	Argentina	Pisco, Pisco	Peru	
jordacharl002110	Charles Étienne Jordan	Jordan, Charles Étienne	(1700–1745), German scholar, academy member	Male	German	Friday, 27 August 1700	1700	Thursday, 13 May 1745	1745	Berlin, state of Berlin	Germany	Berlin, state of Berlin	Germany	
jordadorot024572	Dorothy Jordan	Jordan, Dorothy	(1761–1816), Irish actress	Female	Irish	Sunday, 22 November 1761	1761	Friday, 5 July 1816	1816	London, Greater London	England	Saint-Cloud, near Paris	France	
joreclaud0002111	Claude François Jore	Jore, Claude François	(1699–1775?), French printer, publisher	Male	French	1699	1699	c.  1775	1775		France		unknown	
josepclaud000667	Claude Joseph	Joseph, Claude	(fl. 1769), French friar	Male	French						France		unknown	
jossejeanf002114	Jean François Josse	Josse, Jean François	(fl. 1724–1764), French bookseller	Male	French						France		unknown	
josselin00024545	M. — Josselin	Josselin, M. —	(fl. 1752), French civil servant	Male	French						France		unknown	
josserand0002115	— Josserand	Josserand, —	(fl. 1769), appears in Voltaire edition	Male	French?						unknown		unknown	
jouametien025577	Étienne Joüamier	Joüamier, Étienne	(d. 1723), French Huguenot	Male	French		0	1723	1723		France		Ireland	
jouarclaud023436	Claudine Jouard	Jouard, Claudine	(1734–after 1794), French politician's wife	Female	French	1734	1734	after  1794	1794		France		unknown	
jouinjeann002116	Jean Nicolas Jouin, chevalier de Sauseuil	Jouin, Jean Nicolas, chevalier de Sauseuil	(1731–before 1801), French journalist, textbook writer	Male	French	Friday, 18 May 1731	1731	before  1801	1801		France		unknown	
joullclaud002117	Claude Joully de Varenne	Joully de Varenne, Claude	(b. 1730), French army officer	Male	French	Thursday, 13 April 1730	1730		0		France		unknown	
joumafranc002118	François Isaac Joumard Tison d'Argence	Joumard Tison d'Argence, François Isaac	(b. 1747), French army officer	Male	French	Saturday, 2 December 1747	1747		0		France		unknown	
joumafranc002119	François Achard Joumard Tison, marquis d'Argence	Joumard Tison, François Achard, marquis d'Argence	(1719–1793), French aristocrat, army officer	Male	French	1719	1719	1793	1793		France		unknown	
jounouviel000004	comte de Jounouviel	comte de Jounouviel	(fl. 1773), French aristocrat	Male	French						unknown		unknown	
jourdayme0023943	Aymé Jourdan	Jourdan, Aymé	(fl. 1793–1798), French journalist	Male	French						France		unknown	
jourdberna025090	Bernard René Jourdan de Launay	Launay, Bernard René Jourdan de	(1740–1789), French army officer	Male	French	Saturday, 9 April 1740	1740	Tuesday, 14 July 1789	1789	Paris, Ile-de-France	France	Paris, Ile-de-France	France	
jourdjeanf023999	Jean François Jourdain	Jourdain, Jean François	(fl. 1714–1763), French notary	Male	French						France		unknown	
jovelgaspa003942	Gaspar Melchor de Jovellanos	Jovellanos, Gaspar Melchor de	(1744–1811), Spanish playwright, poet, author	Male	Spanish	Sunday, 5 January 1744	1744	c. Wednesday, 27 November 1811	1811	Gijón, Asturias	Spain	Vega, Asturias	Spain	
judges0000024806	judges	judges	(used 1802), addressees of a circular letter	Group	English						England		unknown	
juignelose004743	M. — de Juigné-Losé	Juigné-Losé, M. — de	(fl. 1678), French aristocrat	Male	French						France		unknown	
juliecharl024203	Charles de Julie	Julie, Charles de	(b. c. 1725), French police informer	Male	French	1725	1725		0		unknown		unknown	
jullimarca003900	Marc Antoine Jullien	Jullien, Marc Antoine	(1744–1821), French revolutionary politician	Male	French	Saturday, 18 April 1744	1744	Thursday, 27 September 1821	1821	Bourg-du-Péage, near Romans, Drôme	France		unknown	
jullimarca024306	Marc Antoine Jullien, fils	Jullien, Marc Antoine, fils	(1775–1848), French revolutionary politician	Male	French	Friday, 10 March 1775	1775	Tuesday, 4 April 1848	1848	Paris, Ile-de-France	France		unknown	
junetjeanb023434	Jean Baptiste Junet	Junet, Jean Baptiste	(fl. 1745–1763), French postal official, civil servant	Male	French						France		unknown	
jurinjames002120	James Jurin	Jurin, James	(1684–1750), English physician, scientist, academy member	Male	English	1684	1684	1750	1750		England		unknown	
jussifranc023433	François Mamert de Jussieu	Jussieu, François Mamert de	(1729–1797), French magistrate	Male	French	1729	1729	1797	1797		France		unknown	
justehenri004798	Henri Justel	Justel, Henri	(1620–1693), French librarian, academy member	Male	French	1620	1620	September 1693	1693	Paris, Ile-de-France	France	Eton, Berkshire	England	
kaempengel024311	Engelbert Kaempfer	Kaempfer, Engelbert	(fl. 1727), German author	Male	German						Germany		unknown	
kahleludwi002125	Ludwig Martin Kahle	Kahle, Ludwig Martin	(1712–1775), German mathematician	Male	German	1712	1712	1775	1775	Magdeburg, Saxony-Anhalt	Germany		unknown	
kaltemicha024737	Michael Kaltessen	Kaltessen, Michael	(1729–1807), American merchant, politician	Male	American	1729	1729	1807	1807		Germany		unknown	
karamnikol023432	Nikolai Mikhailovich Karamzin	Karamzin, Nikolai Mikhailovich	(1766–1826), Russian author, historian	Male	Russian	Monday, 1 December 1766	1766	Saturday, 3 June 1826	1826	Mikhailovka, Volgograd Oblast	Russia	St Petersburg, Leningrad province	Russia	
kauniwenze003528	Reichsfürst Wenzel Anton von Kaunitz-Rietberg	Kaunitz-Rietberg, Reichsfürst Wenzel Anton von	(1711–1794), Austrian diplomat, statesman	Male	Austrian	Monday, 2 February 1711	1711	Friday, 27 June 1794	1794	Vienna, state of Vienna	Austria	Vienna, state of Vienna	Austria	
kealljosep003667	Joseph Keally	Keally, Joseph	(fl. 1703–1713), Irish politician	Male	Irish						Ireland		unknown	
kearndyre0024738	Dyre Kearney	Kearney, Dyre	(d. 1791), American politician	Male	American		0	c. Tuesday, 1 November 1791	1791	Kent county, Delaware	United States of America	Dover, Delaware	United States of America	
keategeorg002130	George Keate	Keate, George	(1729–1797), English author, painter, antiquarian, academy member	Male	English	Wednesday, 30 November 1729	1729	Wednesday, 28 June 1797	1797	Trowbridge, Wiltshire	England	London, Greater London	England	
keckhanna0005358	Mrs Hannah Maria Keck	Keck, Mrs Hannah Maria	(fl. 1718–1722), English lawyer's wife	Female	English						England		unknown	
keilljohn0002132	John Keill	Keill, John	(1671–1721), Scottish scientist, astronomer	Male	Scottish	Tuesday, 1 December 1671	1671	Sunday, 31 August 1721	1721	Edinburgh, county of Edinburgh	Scotland	Oxford, Oxfordshire	England	
keimesamue004239	Samuel Keimer	Keimer, Samuel	(1689–1742), English printer, eccentric	Male	English	Friday, 11 February 1689	1689	Monday, 20 August 1742	1742	London, Greater London	England		Barbados	
